12266,20454
34779,3223
58717,17494
58717,132602
58717,9498
27787,7303
27787,20207
18747,22411
18747,6429
18747,11432
18747,10391
8167,7738
6453,3257
6453,2828
9505,7473
9498,10026
18103,45306
3356,3549
265636,28022
265636,52468
30844,6695
30844,327707
21574,52551
4230,28513
262195,262589
6429,27978
3491,2497
3491,209
3491,7018
3491,1239
3491,3320
3491,1273
3491,174
3491,6762
3491,6461
3491,1299
3491,701
133957,59203
16814,22927
812,19835
812,6407
16397,26592
18809,23520
263452,4230
18365,23947
18365,63859
18365,38511
18365,18103
18365,7632
4761,9304
135437,58682
135437,58689
23520,6830
11432,14840
11432,23106
11432,16397
11432,22381
11432,21574
7738,286
7738,62663
4809,4134
4809,20485
4809,4766
4809,8966
4809,812
4809,30844
4809,3786
6904,2687
6939,12266
20207,262195
20207,16814
37642,37254
37642,37662
7632,4761
2516,32787
21599,18809
14840,8167
14840,26615
22381,16735
22381,4809
131758,18351
204008,3209
43888,49743
9304,15412
9304,4635
58689,137491
63859,4800
137491,132884
4800,17806
12956,2914
18351,17922
37254,37271
52468,18747
4134,4837
2687,2686
2687,9505
2687,2516
22411,28032
10429,18881
32787,7474
32787,2764
32787,703
32787,4637
4766,4040
56651,34779
3741,37179
23106,10429
23106,263452
7016,7922
45306,45147
3,135437
3,265636
3,59362
3,394432
3,266491
3,266177
3,133957
3,43888
3,33480
3,137385
3,263531
3,7015
3,204008
3,174
3,7029
3,3356
3,23248
3,293
3,133296
3,267360
3,18365
3,56651
3,133295
3,6939
3,10578
3,131758
3,27787
3,37642
3,32787
10026,6939
10026,4755
4755,9583
38511,58552
30070,18540
30070,7016
30070,6904
59203,58717
59203,58587
59203,132267
262589,52320
262589,18678
3549,12956
3549,30070
2914,6453
3257,3491
3257,5511
2686,3741
7303,10481
10391,21599
