48159,15412
12735,9121
1239,5511
1239,17676
137491,132884
22011,22908
22011,6503
2386,395516
2386,19108
2386,21657
2386,46368
2386,54934
2386,33662
2386,17231
2386,22773
59203,58717
59203,58587
59203,132267
43727,28917
43727,41095
703,9498
703,2516
9498,4637
9498,7473
9498,10026
18809,23520
9186,13156
12956,2914
3741,37179
262195,262589
22381,16735
22381,4809
3257,3491
200612,10
200612,41426
17439,18101
30844,327707
2764,7545
2764,38333
2764,38561
56630,20764
56630,59730
5578,5588
33438,9299
28438,18734
9119,5391
9119,8400
9119,33924
134823,59796
3549,12956
3549,30070
21246,5603
35104,43994
38193,8529
5541,44679
43531,57187
8151,262914
8151,7438
3320,7018
4809,4134
4809,30844
4809,3786
9009,17941
9009,3292
9009,58453
9009,58291
13213,20860
4628,4657
4628,45352
4628,24482
13591,28525
55330,8449
55330,38193
55330,8966
55330,28910
55330,48159
55330,49666
61400,31500
41426,39386
4761,9304
35168,3216
35168,197556
20473,17819
20473,34209
20473,31027
43994,25478
701,2497
701,703
38880,9002
38880,9443
38880,6695
23520,6830
9957,4766
395516,3561
395516,23005
58717,132602
58717,17494
8167,7738
8449,35168
36352,23352
36352,5580
36352,18779
36352,46562
36352,4436
133296,33480
133296,50673
1299,6762
131758,18351
15924,8928
6904,2687
38333,1221
4657,17645
4657,4761
4657,55430
4657,38861
33924,198279
7843,2386
3561,16941
3561,3910
3561,7991
198279,21246
6461,1239
4739,38880
10429,18881
7018,6461
28910,29632
28910,41798
42473,47147
42473,8262
42473,133296
42473,22011
42473,13768
42473,9119
42473,5483
42473,16160
42473,22653
42473,56630
42473,12989
42473,17439
42473,49349
42473,4765
42473,31042
42473,15598
42473,23033
42473,28438
42473,21686
42473,39392
133957,59203
37642,37662
37642,37254
8928,56486
13768,23498
29838,33597
42962,199524
42962,20473
42962,42473
42962,55720
42962,134823
42962,328328
13156,42863
54934,33154
16397,26592
3,174
3,23248
3,33480
3,267360
3,137385
3,263531
3,7029
3,6939
3,10578
3,56651
3,32787
3,59362
3,133957
3,131758
3,43888
3,18365
3,266177
3,394432
3,27787
3,135437
3,266491
3,133296
3,133295
3,293
3,3356
3,7015
3,37642
3,204008
3,265636
2516,32787
49349,43350
49349,9186
3491,174
1273,3320
17941,4713
209,1299
7016,7922
199524,12389
199524,20485
199524,8359
199524,31133
199524,9957
199524,33891
199524,8757
199524,47123
18351,17922
4040,55330
26935,11404
7991,3908
2687,2686
2687,9505
205624,34977
14840,8167
14840,26615
28917,6789
28917,8615
10,46392
10,205624
33891,20562
32787,7474
32787,2764
57187,15802
41798,43727
23005,7029
59796,35104
59796,134518
59796,42745
7303,10481
12713,6663
6663,5541
47123,34984
47123,12735
47123,15924
38511,58552
30070,18540
30070,7016
30070,6904
6789,201776
6789,48084
6762,701
16160,5578
135437,58682
135437,58689
263452,4230
10026,4755
34984,286
49666,29049
49666,200612
12989,33438
23033,36352
9269,17408
2914,6453
46562,13213
46562,8100
46562,32780
46562,25761
46562,29838
4765,4651
4765,4628
45352,134190
27787,7303
27787,20207
24482,10099
16941,577
16941,6327
16941,15290
16941,812
63859,4800
23498,7992
23498,393676
55410,55644
4755,9583
43888,49743
8757,43531
43797,8291
39392,9009
3267,2603
3267,43797
7029,6983
7029,54682
2497,1273
18734,28512
18734,28554
21574,52551
56651,34779
4637,2828
52468,18747
33597,53334
22908,13591
18365,23947
18365,63859
18365,38511
18365,18103
18365,7632
174,209
265636,52468
265636,28022
8100,32098
28512,28545
4766,4040
2686,3741
204008,3209
18747,10391
18747,22411
18747,6429
18747,11432
4134,4837
6429,27978
21686,36149
21686,20001
42863,8657
10103,9269
262914,30167
8529,12713
8529,17806
28513,8151
6453,3257
18779,3223
6407,17184
3356,3549
17819,4826
17819,4725
812,19835
812,6407
262589,52320
262589,18678
37254,37271
58689,137491
46392,26935
8262,39737
7738,62663
23106,10429
23106,263452
17676,6939
16814,22927
22411,28032
18103,45306
15598,34309
10391,21599
21599,18809
11432,23106
11432,16397
11432,22381
11432,21574
11432,14840
4837,42962
56486,3267
33480,55410
33480,57724
20001,7843
20001,40300
4230,28513
55720,10103
55720,132825
55720,24218
7545,4739
7545,4635
7545,9942
20207,16814
20207,262195
59730,61400
45306,45147
134190,17984
