12956,3356
3741,37179
10834,12956
10834,22927
3549,6762
3549,30070
2914,6453
174,209
5692,52375
5692,264608
5692,3597
5692,27865
5692,10834
5692,52376
5692,52431
5692,52317
5692,262230
5692,52380
5692,11008
5692,28065
5692,52413
1299,6461
2497,701
701,7018
701,703
7018,3320
3320,5511
3320,1273
3320,1239
2686,3741
3491,174
9498,4637
9498,7473
9498,10026
3257,3491
7016,7922
3356,3549
6762,2914
6453,3257
2687,2686
2687,9505
2516,32787
6904,2687
209,1299
209,2828
6461,2497
703,2516
703,9498
30070,18540
30070,7016
30070,6904
